ds,yhat,yhat_lower,yhat_upper
2022-01-01,2.5351493800197753,0.6739824622435343,4.38897883187166
2022-01-02,3.1481437131751058,1.1549739465071125,5.042773375034509
2022-01-03,3.5898386064666457,1.601065819740685,5.5433405701651575
2022-01-04,2.7749062417971517,0.8702766248690859,4.740289738133635
2022-01-05,2.6363492749506032,0.7254484672426856,4.398345794793553
2022-01-06,3.3472235254246425,1.6077958241980996,5.09834721312011
2022-01-07,3.0049300708847264,1.0563551582508082,4.823723612005
2022-01-08,2.5079233948214648,0.6808518865413948,4.325400980748335
2022-01-09,3.081356425335043,1.276188198533793,4.9343325588343045
2022-01-10,3.4846353002237667,1.5763129719300737,5.250202294267996
2022-01-11,2.633029103244933,0.7692440419688102,4.463522414612732
2022-01-12,2.4601017651698314,0.545901480540288,4.214527602268458
2022-01-13,3.1394230249640094,1.2290195173297898,5.050470398322242
2022-01-14,2.7688498681025884,0.9433022357749177,4.598035659361093
2022-01-15,2.2472253437828313,0.5642789283389498,4.103618177398227
2022-01-16,2.8000158197352354,0.9524260152945473,4.849087913645424
2022-01-17,3.1868596922575065,1.3109369801425097,5.223073695351649
2022-01-18,2.323172936122573,0.5052384075373924,4.12316776030292
2022-01-19,2.142578781176596,0.22888832989382032,3.746331116911872
2022-01-20,2.8186184555157365,0.884070145825222,4.639546485502378
2022-01-21,2.449034406899469,0.5799694546193075,4.179016281663151
2022-01-22,1.9324728493270609,0.06292751907903646,3.839943207652821
2022-01-23,2.4941265904770997,0.6262835289011996,4.249375719767751
2022-01-24,2.8932910095268527,1.0659546890821794,4.704768072968806
2022-01-25,2.0449009875446476,0.12808358869788483,3.806818100015969
2022-01-26,1.8822028166774796,0.024875403138091005,3.835016032668726
2022-01-27,2.578243842113028,0.691709368544167,4.5632080472357
2022-01-28,2.230244899241929,0.2557096019712715,3.9640689909865867
2022-01-29,1.7363151324603827,-0.10789297588982026,3.674045215008525
2022-01-30,2.321107240494173,0.5338203317836947,4.233566752310934
2022-01-31,2.74338571347855,0.8593540538304594,4.515781270856
2022-02-01,1.9176529599620789,0.10703729115192014,3.608972162810462
2022-02-02,1.7766001032122731,-0.0997378406425293,3.665088171079172
2022-02-03,2.492838870934982,0.5423636908839425,4.325940286144196
2022-02-04,2.163205479786713,0.25587773997330504,3.923860223063843
2022-02-05,1.6854828693641761,-0.1953646803175032,3.498091291954545
2022-02-06,2.284061780050521,0.5660248398840938,4.133821417474055
2022-02-07,2.717513125080967,0.8620207303973882,4.669422038364231
2022-02-08,1.9002164855862405,0.04834053545534324,3.7534230399723394
2022-02-09,1.764811484925605,-0.12970555105060536,3.7172430536370284
2022-02-10,2.483928489957529,0.5874302385181548,4.4051110630498425
2022-02-11,2.154489609386101,0.20419718888326122,3.959549868895907
2022-02-12,1.674426455320482,-0.1773902450242317,3.4224228978646605
2022-02-13,2.2683353131828468,0.5916544269095481,4.180963398615496
2022-02-14,2.6950423555425695,0.7433735096212676,4.563340598873865
2022-02-15,1.8692239430154671,-0.04993390693055311,3.8773750972936925
2022-02-16,1.7238490057432307,-0.0949087972434394,3.610439297641476
2022-02-17,2.4319002065721613,0.41306365760853164,4.139687873097245
2022-02-18,2.0906651183563474,0.2267993978403745,3.830439192879
2022-02-19,1.5984441461295278,-0.2827547021584468,3.4734515484881805
2022-02-20,2.1801960976482326,0.3351657781284446,4.248763146051585
2022-02-21,2.595094284990622,0.7320421383539796,4.487371034684673
2022-02-22,1.7581384279292402,-0.22357972262678244,3.6806531828334244
2022-02-23,1.6025895557977692,-0.22927747878999874,3.5215663640637165
2022-02-24,2.301684782394677,0.5356688506355419,4.167009990405327
2022-02-25,1.9529233258840544,0.05864004659373463,3.6995926495304867
2022-02-26,1.4547706065520558,-0.4072587915697598,3.327855157486405
2022-02-27,2.032301389553713,0.34317402896390603,3.8526243070454735
2022-02-28,2.4447548779264845,0.6741940596065141,4.31833631681631
2022-03-01,1.607147009814776,-0.2230333869604026,3.4600751083343786
2022-03-02,1.452707101113654,-0.38224972583309313,3.2719456248362078
2022-03-03,2.1545956161662865,0.29209054710894033,3.944977396711208
2022-03-04,1.8101943138870316,0.023801340599508312,3.712028806522604
2022-03-05,1.3178154488198794,-0.5106052862171319,3.270243229376094
2022-03-06,1.9023508174419153,0.11504915628300695,3.7584650457452735
2022-03-07,2.3228333600451996,0.5771705167086401,4.137606781316576
2022-03-08,1.4940563652491818,-0.2941830929130347,3.286589671701899
2022-03-09,1.3490172056522896,-0.49438339798887426,3.221325947098412
2022-03-10,2.060642175144201,0.16779296718083828,3.9556363548827407
2022-03-11,1.7260834697756384,-0.009032587201698335,3.6077395603696463
2022-03-12,1.2434347989029875,-0.6785134083227267,3.120305557821132
2022-03-13,1.8373862419261995,-0.050179716282546555,3.822737156356944
2022-03-14,2.2667909089220015,0.25861172832689566,4.2367118999216915
2022-03-15,1.446288326607184,-0.41252230031120307,3.2147071402512664
2022-03-16,1.308751382747848,-0.4810392527101838,3.1750689451689125
2022-03-17,2.0270133359303677,0.14528109870165395,3.809588810389276
2022-03-18,1.6981659024470313,-0.09595437032276885,3.6605376251787125
2022-03-19,1.2202749101967525,-0.6215106775916182,3.0684562803587436
2022-03-20,1.8180341708066523,0.0731390585078718,3.561988317305792
2022-03-21,2.250330194897936,0.378212506776007,4.01834750507266
2022-03-22,1.431862766866785,-0.5291157213507721,3.2276144035855685
2022-03-23,1.2955883315564112,-0.5386828349811225,3.1047350710651886
2022-03-24,2.0144428396361307,0.18614083294503966,3.7683868341053777
2022-03-25,1.6856352188728758,-0.21717163068097214,3.6107527083369457
2022-03-26,1.2073581270842646,-0.553844067272563,2.976218109061501
2022-03-27,1.8044368090173126,0.04603450792628894,3.652828648901451
2022-03-28,2.2358888525136287,0.3426395335736735,4.168130306542521
2022-03-29,1.416540025157326,-0.5624188389364038,3.349181529116749
2022-03-30,1.2794632974475408,-0.5009192678275173,3.2339515738993176
2022-03-31,1.997697837436706,0.2283887956816484,3.9588591451670645
2022-04-01,1.668539262193735,-0.2348045416591881,3.658315095072271
2022-04-02,1.1902478968166226,-0.6716725502538032,3.116115338931825
2022-04-03,1.7876959319882153,-0.14320049323181555,3.5133086078190376
2022-04-04,2.2199263163993983,0.3729980816114223,3.936571513501385
2022-04-05,1.4017685772759214,-0.5562555543685799,3.3052145603536034
2022-04-06,1.2662786580577765,-0.5209459719449844,3.0334529303520394
2022-04-07,1.9864595136037597,0.24053062538033015,3.9102142902774295
2022-04-08,1.6595536768721852,-0.21844107073810753,3.547062676112689
2022-04-09,1.183754453286226,-0.7834720689265972,3.0013998878759933
2022-04-10,1.7838565186756146,0.023013892814147043,3.602340211905049
2022-04-11,2.218818625830838,0.4241696420503728,4.122697340233577
2022-04-12,1.403383469562981,-0.2718996009151013,3.2796046868192428
2022-04-13,1.2705216492545985,-0.5761874881067806,3.0789295128340943
2022-04-14,1.9931563165907158,0.1456345378555139,3.8432271386140138
2022-04-15,1.6684595733771324,-0.05419455340427314,3.483937117490851
2022-04-16,1.194567134124995,-0.4915241598968097,3.056071645533604
2022-04-17,1.7962319005441165,0.010375337043427852,3.710962428830609
2022-04-18,2.232389041109478,0.2441604391538096,4.05986217488898
2022-04-19,1.417777534276098,-0.43416883417151486,3.2145276720271156
2022-04-20,1.2853850466288639,-0.6203837069723632,3.0249622183569094
2022-04-21,2.008172691877241,0.09286441600336326,3.7555548909305467
2022-04-22,1.6833707211757063,-0.14981100887087964,3.5596001708174216
2022-04-23,1.2091916728438572,-0.5573319713453544,3.1608248638240615
2022-04-24,1.8104816698130983,0.011865722219901108,3.6448684711201604
2022-04-25,2.246282525248731,0.4349559701477346,4.075105823051291
