waypoint,longitude,latitude,flight_level,distance_from_start
0,10.210497856140137,75.759033203125,350.0,0.0
1,10.460497856140137,76.009033203125,350.0,38.99573658867831
2,10.460497856140137,76.259033203125,350.0,66.33249912434675
3,10.460497856140137,76.509033203125,350.0,93.6692616600152
4,10.460497856140137,76.759033203125,350.0,121.00602419568503
5,10.710497856140137,77.009033203125,350.0,159.98631983666297
6,10.710497856140137,77.259033203125,350.0,187.30080015217277
7,10.960497856140137,77.509033203125,430.0,226.26529662652194
